area,page,mapverify,final,verdict,endpoints,tables,gap,adv_reason
KPI,analytics/kpi,LIVE,LIVE,CONFIRMED,GET /v1/analytics/kpi,sys.sys_kpi_targets | sys.sys_kpi_definitions,"None — totalTargets, distinctKpis, per-KPI bar achievements and the overall RadialGauge all derive from 248 fully-populated targets with valid legacy actual_value + non-zero target_value.","Fully live; if anything the auditor UNDER-reported the richness. No mock/initialData (page.tsx:22-24 useQuery -> apiFetch('/v1/analytics/kpi')); overall gauge + bars are computed client-side from the live response only (page.tsx:45-58, 'live data only' comment). Repository getKpiAchievement (analytics/repository.ts:134+) is real SQL: avg((kpi_target_metadata#>>'{legacy,actual_value}')::numeric / NULLIF(kpi_target_target_value,0)*100) ... FROM sys_kpi_targets JOIN sys_kpi_definitions GROUP BY code,name, scope-filtered by tenant (isPlatformScope from real role check, analytics/service.ts:34 PLATFORM_ROLES=['PLATFORM_ADMIN']). psql totals (RTL): 248 targets | distinctKpis=9 | actual_value_nn=248 | target_nonzero=248. Live group-by returns 9 KPIs (auditor listed only 6/192): KPI1 43/82.9, KPI2 40/83.1, KPI3 30/83.0, KPI4 29/82.9, RISK-ACCURACY 28/98.8, TXN-ACCURACY 22/99.1, REPORT-ACCURACY 21/99.4, AML-ALERTS 20/98.5, AUM-GROWTH 15/98.9 (sum=248, matches distinctKpis=9). 0 KPIs have NULL avg => nullCount=0, no n/d note, no empty-state. All 9 bars + RadialGauge + StatsCards derive from 248 fully-populated targets. LIVE confirmed (auditor evidence was a subset)."
Learning,learning,LIVE,PARTIAL,DOWNGRADED,/v1/learning-modules?limit=200,sys.sys_learning_modules,"durationMinutes column sparse (912/7427 non-null) -> mostly renders '—', but it is a secondary col; code/title/scope all populated.","Endpoint/table are live (psql: total 7427, global 128, 5087 visible to RTL via global OR tenant_id; title 100% non-null), BUT apps/web/.../learning/page.tsx wires the wrong response field for its primary 'Name' column: interface declares `name` (line 16) and renders `{m.name}` (line 27), while the API LearningModuleSchema (packages/shared/src/schemas/learning-modules.ts line 32) returns `title`, not `name` (DB column is learning_module_title; information_schema confirms no *name* column on sys_learning_modules). Zod response serialization strips unknown keys, so `m.name` is undefined → the Name column renders empty for every one of ~5087 visible rows. Real titles exist ('ABA Bank Teller Certificate - Foundations', 'AML Transaction Monitoring') but are never shown. Only code + scope are live; duration sparse (912/7427). The auditor's LIVE missed that the page reads m.name not m.title, so the main label column is dead — a data-presence failure, not cosmetic."
Learning,learning/training-initiatives,PARTIAL,PARTIAL,CONFIRMED,/v1/training-initiatives?limit=200,sys.sys_training_initiatives,Table has exactly 1 row for RTL and it reads like a negative-test fixture ('_BAD_FAC'); cohort_name and capacity are NULL. Page renders 1 row with cohort='Nd' and seats='—'. Effectively not real catalogue data.,"Re-verified: sys.sys_training_initiatives has exactly 1 row total — code IT_TI_A00EDC19_BAD_FAC, cohort_name NULL, status PLANNED, capacity NULL, start 2026-06-01, a negative-test fixture, not real catalogue data. Repository listTrainingInitiatives reads the correct table tenant-scoped; page.tsx uses plain useQuery→apiFetch, no mock/initialData. Renders 1 row with cohort='Nd' and seats='—'. Effectively not real data. PARTIAL stands."
Learning,me/learning,LIVE,PARTIAL,DOWNGRADED,/v1/me/learning,sys.sys_user_learning_assignments,"Repo returns pathId/status/isMandatory/deadline; page interface declares learningPathName/enrolledAt/completedAt - a field-name shape note, not a data-presence gap. Underlying per-user table is well populated for every RTL persona.","Table is well populated (psql: 1990 rows, path_id 100% non-null, 158 distinct users; per persona federica 8/paolo 10/tommaso 11/antonio 13/admin 0) but the page columns are wired to fields the API never returns. me/repository.ts toAssignment() + bound MeLearningResponseSchema (me.ts lines 182-192, route me/routes.ts line 131) serialize ONLY {userLearningAssignmentId, moduleId, initiativeId, pathId, isMandatory, status, deadline}; me/service.ts listLearning (line 235-236) returns it verbatim, no path-name join. Page interface (me/learning/page.tsx lines 10-17) expects learningPathId, learningPathName, mandatory, enrolledAt, completedAt. Result: `l.learningPathName` (line 33, primary Path column) blank for all 1990 rows; `l.mandatory` (line 38) → API field is isMandatory → always 'No'; `l.enrolledAt`/`l.completedAt` (lines 43,47) not in API → always '—'; rowKey uses l.learningPathId (API only has pathId) → undefined. Only `status` is live. Auditor explicitly downgraded severity to 'a field-name shape note, not a data-presence gap' — wrong: the Path label, mandatory flag, and both dates are all dead. DOWNGRADED to PARTIAL."
Learning,me/learning/catalogue,LIVE,LIVE,CONFIRMED,/v1/learning-paths?limit=200 | POST /v1/me/learning/enrollments,sys.sys_learning_paths | sys.sys_user_learning_assignments,"No global paths (all tenant-scoped), but 3219 RTL rows with names -> rich live catalogue. No gap.","Re-verified live. learning-paths/repository.ts listPaths reads sys.sys_learning_paths (global OR tenant). psql: total 4667, global 0, 3219 visible to RTL, learning_path_name 100% non-null. Page uses plain useQuery→apiFetch('/v1/learning-paths?limit=200'), no initialData/placeholderData/mock; interface fields (code, name, description, isMandatoryDefault, isGlobal) match LearningPath schema and repo toLp() mapping (name←learning_path_name) — correct wiring, unlike the two pages above. Enroll mutation POSTs /v1/me/learning/enrollments → insertEnrollment writes sys.sys_user_learning_assignments. Rich live catalogue. LIVE stands."
Learning,positions/[positionId]/learning,EMPTY,EMPTY,CONFIRMED,/v1/learning-gaps?positionId=<id>&limit=200,sys.sys_learning_gaps,"sys_learning_gaps.learning_gap_position_id is 100% NULL (0/270) -> the positionId filter this page is built on always returns 0. The 270 gaps exist but are user-attached only (no position link), so this page can never show data as written. Same for skill_id (also 100% NULL).","Re-verified EMPTY. Page (lines 26-33) composes from /v1/learning-gaps?positionId=<id> → listGaps adds WHERE learning_gap_position_id=$N. psql: sys_learning_gaps total 270, but learning_gap_position_id non-null=0 and learning_gap_skill_id non-null=0 across ALL rows; exact filter on real RTL position 0e51c0bb-f0df-4752-b003-b75a8607ea88 returns 0 → permanent empty-state. Checked for an alternative source the auditor might have missed: the 270 gaps ARE attached to real users (learning_gap_user_id 100% non-null; all 270 join to RTL users) and DO surface on OTHER pages (gaps/page.tsx, me/gaps/page.tsx, GET /me/gaps via listMyGaps by user_id). But those are different pages outside this page's scope — user-attached gaps cannot rescue a page filtered solely on position_id, which is 100% NULL. NOT an upgrade. EMPTY confirmed."
Learning,me/certifications,LIVE,LIVE,CONFIRMED,/v1/me/certifications | POST /v1/me/certifications,sys.sys_user_certifications,Well populated per RTL persona; add-certification form writes back to the same table (insertMyCertification). No gap.,"Re-verified live. me/repository.ts listMyCertifications reads sys.sys_user_certifications WHERE user_certification_user_id=$me; toCert() maps every column correctly to the page's MeCertification interface (name, issuer, issuedDate, expiresDate, credentialId) — correct wiring. psql: total 420, 154 distinct users; per persona federica 1/paolo 3/tommaso 1/antonio 1 (admin 0 expected). Page uses plain useQuery→apiFetch('/v1/me/certifications'); the only constant is EMPTY_FORM (react-hook-form defaults, not data). Add-cert form writes back to the same table via insertMyCertification. Well populated, no mock/placeholder. LIVE stands."
Career & Succession,career-succession,LIVE,LIVE,CONFIRMED,/v1/career-paths?limit=200 | /v1/succession-pools?limit=200 | /v1/successor-candidates?limit=200 | /v1/successor-candidates/readiness-distribution,sys.sys_career_paths | sys.sys_succession_pools | sys.sys_successor_candidates,"Colonna 'difficulty' della tab Paths e' morta: sys.sys_career_paths NON ha una colonna difficulty (12 colonne verificate via information_schema: id/tenant_id/code/name/description/kind/is_global/metadata/created/updated). Il repository non la mappa -> CareerPath.difficulty arriva sempre null e lo StatusBadge mostra '—'. Code/name/kind sono pero' reali, quindi la tab e' comunque LIVE; e' un campo placeholder residuo, non un empty-state.","Tutte e 3 le tab + il chart sono fed da fetch reali (apps/web/src/app/(authenticated)/career-succession/page.tsx) verso 4 endpoint /v1/*; ZERO initialData/placeholderData/mock/array statici nel componente (verificato riga per riga). Conteggi riprodotti via psql sul tenant RTL 86ba7a65-217f-48ba-8ce5-5c09b40a66b0: career_paths=28 (tutte tenant-scoped, code 28/28 + name 28/28); succession_pools=16 tutte ACTIVE; successor_candidates=24 readiness 24/24 non-null, status tutti CANDIDATE; readiness-distribution riprodotta byte-per-byte dal GROUP BY reale (repository.ts:104 getReadinessDistribution) = NOT_READY=12, READY_1_YEAR=6, READY_2_YEARS=6 (sum 24). LIVE confermato MA aggravo il gap dell'auditor: la colonna 'difficulty' (3a di 3 nella tab Paths) NON e' sparse-ma-reale, e' STRUTTURALMENTE MORTA. CareerPathSchema in packages/shared/src/schemas/career-paths.ts:20 (contratto di response serializzato da Fastify) NON contiene 'difficulty' ne' 'fromJobRoleId'/'toJobRoleId' — sono campi-fantasma dichiarati solo nell'interface CareerPath del page.tsx (righe 17-19). repository.ts toCp() (career-paths/repository.ts:34) non li mappa. Quindi p.difficulty e' undefined per OGNI riga e lo StatusBadge mostra '—' su tutta la colonna: 1/3 della griglia Paths e' un placeholder permanente, non solo un campo vuoto. Resto della pagina pienamente live."
Career & Succession,me/career,EMPTY,EMPTY,CONFIRMED,/v1/me/career,sys.sys_user_target_positions,"Tabella sys.sys_user_target_positions a 0 righe globalmente -> nessun obiettivo di carriera salvato. Inoltre l'interfaccia TS della pagina (MeCareerTarget: positionTitle/targetDate/notes) NON combacia con la response reale dell'API (positionId/horizon/reviewStatus/reviewNotes/createdAt da listMyCareerTargets) — mismatch di shape, ma irrilevante finche' la tabella e' vuota.","Verdetto EMPTY corretto e NON migliorabile. La pagina (me/career/page.tsx:23) chiama SOLO /v1/me/career, che instrada a meService.listCareerTargets -> repo.listMyCareerTargets (me/repository.ts) leggendo sys.sys_user_target_positions filtrato per user_target_position_user_id. psql: sys_user_target_positions = 0 righe globali (all_rows=0, rtl=0) -> empty-state per tutte e 5 le personas. Ho cercato attivamente una sorgente alternativa popolata (possibile UPGRADE): sys.sys_user_career_plans HA 113 righe e la sua shape combacia con l'interface della pagina (userCareerPlanId/positionTitle/status) — MA quelle righe sono esposte SOLO da /v1/user-career-plans (prefix admin, app.ts:375) che NESSUNA web page consuma (grep su apps/web/src: solo /v1/me/career e /v1/me/career/target-positions). Quindi le 113 righe NON salvano la pagina. La pagina resta genuinamente vuota. Conferma anche il mismatch di shape gia' notato (positionTitle/targetDate/notes della UI vs positionId/horizon/reviewStatus/reviewNotes/createdAt dell'API reale, me/repository.ts) — irrilevante finche' la tabella e' a 0."
Career & Succession,me/career/target,LIVE,LIVE,CONFIRMED,/v1/positions?limit=200 | POST /v1/me/career/target-positions,sys.sys_positions | sys.sys_user_target_positions,"Pagina di sola scrittura: e' LIVE sul read (dropdown 158 posizioni reali) e ha un endpoint POST reale, ma la tabella di destinazione sys.sys_user_target_positions e' a 0 righe -> nessuna submission e' mai stata fatta (vedi me/career EMPTY).","Form di sola scrittura, read-path live + write-path cablato, nessun mock. Dropdown da useQuery /v1/positions?limit=200 (me/career/target/page.tsx:34); psql positions tenant RTL popolate (gia' verificato altrove =158, code+title presenti). Submit = useMutation POST reale verso /v1/me/career/target-positions (riga 42) -> route me/routes.ts:157 con app.verifyCsrf + requirePermission('career:request_target:self') -> repo.insertCareerTarget che INSERTa in sys.sys_user_target_positions (me/repository.ts). Nessun initialData/placeholder. LIVE confermato; la tabella di destinazione e' a 0 righe (coerente con me/career EMPTY: nessuna submission ancora fatta), ma e' un empty-state reale, non un buco di wiring."
Career & Succession,insights,LIVE,LIVE,CONFIRMED,/v1/insights/flight-risk | POST /v1/insights/recompute,sys.sys_flight_risk_scores | sys.sys_users (JOIN displayName),"Tabella di score derivata (popolata da recompute, che estrae feature live da sys_attendance/sys_user_kpi_evidence/sys_engagement_survey_responses/comp bands). Solo bande LOW/MEDIUM presenti su RTL (nessun HIGH/CRITICAL) — distribuzione reale, non un buco.","insights/page.tsx legge da useQuery /v1/insights/flight-risk (nessun initialData/placeholderData; le costanti BAND_BADGE/BAND_TEXT sono mappe colore->variant, non dati). Endpoint -> readFlightRiskScores (insights/repository.ts:273) con ACTIVE_SCORE_JOIN_SELECT (riga 230): DISTINCT ON(user_id) su sys_flight_risk_scores INNER JOIN sys_users. Riprodotto con la STESSA logica (DISTINCT ON + INNER JOIN + tenant RTL): 156 righe, value 156/156 non-null, display_name risolto 156/156, band LOW=117 MEDIUM=39 (raw table 159, distinct_users 159). Match esatto col claim. Tabella derivata da recompute ma i punteggi reali esistono."
Career & Succession,insights/succession-readiness,LIVE,LIVE,CONFIRMED,/v1/insights/succession-readiness | POST /v1/insights/succession-readiness/recompute,sys.sys_succession_readiness_scores | sys.sys_users | sys.sys_positions,Nessun gap dati. Tabella derivata da embedding (sys_user_profile_embeddings + sys_job_role_embeddings) + KPI + tenure; tutto popolato.,"succession-readiness/page.tsx legge /v1/insights/succession-readiness via useQuery, zero mock/initialData. Endpoint -> readReadinessScores (insights/repository.ts:535): DISTINCT ON(user_id,position_id) su sys_succession_readiness_scores JOIN sys_users + JOIN sys_positions. Riprodotto: 462 righe, value 462/462 non-null, has_display 462/462, has_postitle 462/462; horizon READY_6_MONTHS=381, READY_NOW=78, READY_1_YEAR=3. Substrato embedding confermato popolato (sys_user_profile_embeddings=156, sys_job_role_embeddings=136) -> la tabella derivata ha un substrato reale, non placeholder. Match esatto col claim."
Career & Succession,insights/skill-gap,LIVE,LIVE,CONFIRMED,/v1/insights/skill-gap | POST /v1/insights/skill-gap/recompute,sys.sys_skill_gap_scores | sys.sys_users | sys.sys_positions,Nessun gap dati. Solo segmenti MINOR_GAP/MODERATE_GAP su RTL (nessun ALIGNED/MAJOR_GAP) — distribuzione reale derivata da current_role_fit + evidence sparsity.,"skill-gap/page.tsx legge /v1/insights/skill-gap via useQuery, nessun initialData/placeholder (SEGMENT_BADGE/SEGMENT_TEXT sono mappe stile). Riprodotto con DISTINCT ON(user_id,position_id) + JOIN sys_users + JOIN sys_positions su tenant RTL: 154 righe, value 154/154 non-null, has_display 154/154, has_postitle 154/154; segment MINOR_GAP=148, MODERATE_GAP=6. Distribuzione reale (solo 2 segmenti su RTL, nessun ALIGNED/MAJOR_GAP) = vero, non buco. Match esatto col claim."
Compensation & Workforce Analytics,compensation-intelligence,EMPTY,EMPTY,CONFIRMED,/v1/compensation/reward-gates?limit=200 | /v1/compensation/distribution,sys.sys_reward_gates | sys.sys_reward_gate_catalog | sys.sys_reward_gate_results,sys_reward_gates and sys_reward_gate_results are 0 rows globally (only the 7-row catalog is seeded). The page is structurally complete but has no backing data: empty table + empty distribution chart + all-zero KPI strip. NB sys_compensation_recommendations has 116 rows but is NOT consumed by this page.,"Page (apps/web/src/app/(authenticated)/compensation-intelligence/page.tsx) consumes ONLY /v1/compensation/reward-gates?limit=200 (line 56) and /v1/compensation/distribution (line 76) via plain useQuery+apiFetch (no initialData/placeholderData/mock — grep clean). Both endpoints are backed by sys.sys_reward_gates (repository.listRewardGates JOIN sys_reward_gate_catalog + LEFT JOIN LATERAL sys_reward_gate_results; getRewardGateStatusDistribution GROUP BY latest status). psql live: SELECT count(*) FROM sys.sys_reward_gates = 0; sys_reward_gate_results = 0; sys_reward_gate_catalog = 7; GROUP BY reward_gate_tenant_id = 0 rows (no gate for any tenant). So items.length===0 -> EmptyState 'compensation-empty', dist.total===0 -> 'distributionEmpty', all 6 KPI status cards = 0, count badge = 0. ADVERSARIAL UPGRADE check refuted: sys_compensation_recommendations has 116 rows but grep over apps/web/src for 'compensation/recommendations|compensation_recommendation' returns NO files — the table is written by POST /recommendations only and read by NO GET endpoint and NO page, so it is not an alternative source the auditor missed. EMPTY is a genuine gap, not upgradeable."
Compensation & Workforce Analytics,analytics/compensation,LIVE,LIVE,CONFIRMED,/v1/analytics/compensation,sys.sys_position_compensation_profiles | sys.sys_positions | sys.sys_compensation_bands | sys.sys_organization_units,"1 of 156 RTL profiles has no compensation_band_id (silently dropped by the INNER JOIN to bands) — immaterial (155/156 plotted). Globally only 12 of 87 compensation_bands rows carry mid_eur, but all 155 bands referenced by RTL profiles do, so the page is fully live for RTL.","Page uses useQuery(queryFn apiFetch('/v1/analytics/compensation')) with no initialData/placeholderData; the COLOR_PALETTE/PALETTE consts are echarts styling, not data. hasData gate = d.bandingByOu.length>0 (page line 118). Repo getCompensationEquity: sys_position_compensation_profiles pcp JOIN sys_positions p INNER JOIN sys_compensation_bands b LEFT JOIN sys_organization_units ou, filtered pcp.position_compensation_profile_tenant_id, boxplot 5-number summary of b.compensation_band_mid_eur per OU. psql for RTL tenant 86ba7a65-217f-48ba-8ce5-5c09b40a66b0: plottable(INNER-joined)=155, all_profiles=156, unbanded(dropped)=1, oucount=21, minmid=28000 maxmid=80000 median=45000; bandingByOu OU groups=21 (>0 -> charts render). Matches auditor (155/156 plotted, 1 unbanded immaterial). Genuinely live for RTL."
Compensation & Workforce Analytics,analytics/workforce,LIVE,LIVE,CONFIRMED,/v1/analytics/workforce,sys.sys_users | sys.sys_user_position_assignments | sys.sys_positions | sys.sys_organization_units,None for RTL — 158 headcount across 21 OUs and 21 distinct job titles; all three StatsCards and both bar charts backed by real data.,"Page useQuery(apiFetch('/v1/analytics/workforce')), no stubbing; consts are echarts palette only. Repo getWorkforceTotals: sys_users u LEFT JOIN PRIMARY/ACTIVE assignment -> position -> OU, filtered u.user_tenant_id; headcount=count(distinct user), byOrgUnit, byJobRole. psql for RTL tenant: headcount=158, byOu groups=22, byRole groups=21. byOu real distribution non-degenerate (Risk&Compliance 38, Commercial Banking 32, CFO 21, Filiale Milano 10, Back Office 6...). All 3 StatsCards + both bar charts backed by real data. Minor numeric correction vs auditor: byOu is 22 groups (21 named OUs + 1 '(unassigned)' bucket), not 21 — immaterial, page renders either way; LIVE stands."
Compensation & Workforce Analytics,analytics/attendance,LIVE,LIVE,CONFIRMED,/v1/analytics/attendance,sys.sys_attendance | sys.sys_users | sys.sys_user_position_assignments | sys.sys_positions | sys.sys_organization_units,None — 3180 attendance rows for RTL with non-NULL dates and non-zero regular+overtime+total hours across 15 months.,"Page useQuery(apiFetch('/v1/analytics/attendance')), no initialData/mock. hasData = d.monthly.length>0 (page line 112). Repo getAttendanceTotals over sys.sys_attendance filtered attendance_tenant_id: monthly = sum(regular/overtime/total) GROUP BY month; byOu via subject_user -> PRIMARY/ACTIVE assignment -> position -> OU. psql for RTL tenant: rows=3180, null_dates=0, sum_reg=28347.30, sum_ot=3011.60, sum_total=31358.90, distinct_months=15, byOu groups=22. Exact match to auditor. All 3 StatsCards + 15-month line chart + by-OU bar chart populated. Genuinely live."
Compensation & Workforce Analytics,analytics/overtime,LIVE,LIVE,CONFIRMED,/v1/analytics/overtime,sys.sys_overtime | sys.sys_user_position_assignments | sys.sys_positions | sys.sys_organization_units,"Data-shape note (not a gap): every RTL overtime row has overtime_status='PENDING', so the status donut chart renders only one category. All other dimensions (type/month/OU) are well-distributed and compensation is non-NULL on all 221 rows.","Page useQuery(apiFetch('/v1/analytics/overtime')), no stubbing; COLOR_SERIES is echarts styling. hasData = d.totalRequests>0 (page line 159). Repo getOvertimeRollups over sys.sys_overtime filtered overtime_tenant_id: totals + byStatus + byType + monthly + byOu. psql for RTL tenant: requests=221, hours=676.00, comp=34267.09, null_comp=0, distinct_type=4 (NIGHT 62/WEEKDAY 61/WEEKEND 54/HOLIDAY 44), distinct_months=4, distinct_status=1 (all 221 PENDING). totalRequests=221>0 -> stats + type bar + monthly line + OU bar all populated; status donut renders a single PENDING slice. Matches auditor including the data-shape note (single-status donut). The all-PENDING status is a real seed shape, not a stub — LIVE confirmed."
Goals & OKR,goals,LIVE,LIVE,CONFIRMED,GET /v1/goals?limit=200,sys.sys_goals,,"Adversarial code review found NO mock/placeholder. apps/web/src/app/(authenticated)/goals/page.tsx:44-47 useQuery has no initialData/placeholderData; the only fallback is rows={goals.data?.items ?? []} (line 60) = genuine real-empty-state, not synthetic. Chain verified end-to-end: apiFetch('/v1/goals?limit=200') -> routes.ts:15-18 app.get('/', requirePermission('goal:read')) -> service.ts:34-36 goalsService.listGoals(listTenantFilter) -> repository.ts:47-64 SELECT goal_title, goal_type, goal_priority, goal_progress_percent, goal_due_date, goal_status FROM sys.sys_goals WHERE goal_tenant_id=$1. The named table IS the one actually read. psql re-run: total=1067, single tenant 86ba7a65-217f-48ba-8ce5-5c09b40a66b0 (RTL Bank), so the tenant filter does NOT zero out for an RTL persona / unfiltered PLATFORM_ADMIN. Per-rendered-column null census (all 6 columns the page renders): title_nn=1067, type_nn=1067, priority_nn=1067, progress_nn=1067, due_nn=1067 (goal_due_date is nullable in the type but 0 NULL in real data), status_nn=1067. 5 distinct statuses (IN_PROGRESS=653, ON_TRACK=212, COMPLETED=100, NOT_STARTED=84, AT_RISK=18), 13 distinct types. Every displayed cell is real, varied, fully populated live data."
Goals & OKR,okrs,LIVE,LIVE,CONFIRMED,GET /v1/okrs?limit=200,sys.sys_okrs,"okr_status is single-valued (all 20 ACTIVE) so the status pill only ever shows ACTIVE on this tenant; this is real data, not a NULL gap. The OKR detail/key-results endpoint (sys.sys_okr_key_results) is not consumed by the okrs list page, so it is out of scope for this page's verdict.","Adversarial code review found NO mock/placeholder. apps/web/src/app/(authenticated)/okrs/page.tsx:31 useQuery has no initialData/placeholderData; fallback rows={okrs.data?.items ?? []} (line 38) = real-empty-state. Chain verified: apiFetch('/v1/okrs?limit=200') -> routes.ts:15-18 requirePermission('okr:read') -> service.ts:24 okrsService.listOkrs(listTenantFilter) -> repository.ts:42-57 SELECT okr_objective, okr_okr_type, okr_period_start, okr_period_end, okr_overall_progress, okr_status FROM sys.sys_okrs WHERE okr_tenant_id=$1. Named table IS the one read. psql re-run: total=20, single tenant 86ba7a65 (RTL Bank) = filter does not zero out. Per-rendered-column census: obj_nn=20, type_nn=20, pstart_nn=20, pend_nn=20, progress_nn=20, status_nn=20. okr_overall_progress varies 37.97-78.09, 2 distinct types. status is single-valued (all 20 ACTIVE) — this is genuine real data, not a NULL gap (auditor's gap_note is honest). The list page does NOT render key-results; sys.sys_okr_key_results (20 KRs / 9 OKRs, populated) is served only by GET /v1/okrs/:id/key-results (routes.ts:25-28), not consumed by this page, so correctly out of scope. LIVE verdict stands."
Engagement & Surveys,engagement,LIVE,LIVE,CONFIRMED,GET /v1/engagement/surveys | GET /v1/engagement/pulse,sys.sys_surveys | sys.sys_survey_questions | sys.sys_survey_responses | sys.sys_pulse_checks,"5 of 8 surveys (New Hire Onboarding, Manager Effectiveness, Digital Transformation Feedback, Q3 2024 Pulse, QA Survey draft) have 0 questions/0 responses -> their list rows show questionCount=0/responseCount=0, a real data state not a placeholder. The list itself is fully LIVE.","Could not smear. Chain is genuinely live, no synthetic data. apps/web/src/app/(authenticated)/engagement/page.tsx:40-47 uses real useQuery for /v1/engagement/surveys + /v1/engagement/pulse with NO initialData/placeholderData (grep clean across the engagement dir); row fallback is empty-array only (page.tsx:89 rows={surveys.data?.items ?? []}, pulse empty-state at :110). apiFetch (lib/api/fetch.ts) is a real HTTP fetch via /api proxy that THROWS typed errors on failure, never returns mock. Repository (engagement/repository.ts:20-46 listSurveys, :116-146 pulseAggregation) is raw parameterized SQL over sys.sys_surveys / sys.sys_pulse_checks; service applies tenant scoping (PLATFORM_ADMIN unfiltered, else own tenant). Route registered live at app.ts:419 prefix /v1/engagement. PSQL (VM, tenant 86ba7a65-217f-48ba-8ce5-5c09b40a66b0): sys_surveys total=8, all 8 in RTL tenant, status 2 active/1 draft/5 closed. Per-row columns surfaced by EntityTable all populated from live SQL: Q4 2025 Pulse 3q/261r/150inv, Annual 2025 8q/2210r/150inv, Q4 2024 10q/1321r/156inv, totalInvitations real (0-156). Pulse: sys_pulse_checks total=733, all RTL, weeks=8, null_mood=0/null_workload=0/null_sat=0 -> 3 series fully non-null across 8 weeks. Auditor's numbers reproduced exactly."
Engagement & Surveys,engagement/[surveyId],PARTIAL,PARTIAL,CONFIRMED,GET /v1/engagement/surveys/:surveyId/results,sys.sys_surveys | sys.sys_survey_questions | sys.sys_survey_responses,"Page is LIVE for the 3 surveys with data but renders a genuine empty-state results table (0 question rows, no chart) for the other 5 surveys that have 0 questions. Data presence is per-survey, hence PARTIAL across the route.","Could not move it either way. Page (engagement/[surveyId]/page.tsx:31-35) uses real useQuery on /v1/engagement/surveys/{id}/results, enabled by surveyId, no mock/initialData (grep clean); empty/error states are real (:62 notFound, EntityTable empty at :76). Repository surveyResults (engagement/repository.ts:90-113) is a real LEFT JOIN sys_survey_questions x sys_survey_responses with count + avg(rating) FILTER. PSQL confirms data presence is genuinely per-survey: of 8 surveys exactly 3 carry questions, 5 have 0 questions (surveys_with_questions=3, surveys_zero_q=5). Annual Engagement Survey 2025: all 8 questions return non-null avg_rating (7.90/7.37/7.28/7.44/7.34/7.24/7.38/7.35), responseCount 270-283, survey_question_category populated (eNPS/Recognition/Growth/Manager/Resources/Belonging/Compensation/Collaboration). Category NULL coverage = 0 of 21 questions globally. So the route renders a real results table+chart for the 3 surveys with data and a genuine empty-state (0 rows, no chart via hasRated guard at page.tsx:49) for the 5 with 0 questions. PARTIAL is the correct status."
Engagement & Surveys,me/surveys,LIVE,LIVE,CONFIRMED,GET /v1/me/surveys,sys.sys_survey_assignments | sys.sys_surveys | sys.sys_survey_questions,"All 8 assignments have completedAt = NULL -> every persona's list shows both surveys as 'pending', the 'completed' badge branch is never exercised by seed data. The list is otherwise fully LIVE per persona.","Could not smear. me/surveys/page.tsx:13-18 real useQuery /v1/me/surveys, items fallback empty-array only (:18), no mock/initialData (grep clean), EmptyState is the real empty branch (:37). Repository listMyAssignedSurveys (me/repository.ts:292-322) is raw SQL JOIN sys_survey_assignments a x sys_surveys s filtered WHERE a.survey_assignment_user_id=$1 AND a.survey_assignment_tenant_id=$2 AND s.survey_status='active' (the status filter is a load-bearing detail the auditor underplayed but it does not zero the result). PSQL: sys_survey_assignments total=8, distinct_users=4 = exactly the 4 seeded RTL personas; all 8 in RTL tenant. Both assigned surveys (New Hire Onboarding + Q4 2025 Pulse) are status='active' -> both pass the filter; each persona (federica/paolo/tommaso/antonio@rtl-bank.org) has exactly 2 active assignments. completed=0 of 8 -> every row shows 'pending' (the completedAt success-badge branch at page.tsx:55-59 is dead-by-seed but that is a real data state, not a placeholder). Fully LIVE per persona."
Engagement & Surveys,me/surveys/[surveyId],PARTIAL,PARTIAL,CONFIRMED,GET /v1/me/surveys/:surveyId | POST /v1/me/surveys/:surveyId/responses,sys.sys_survey_assignments | sys.sys_surveys | sys.sys_survey_questions | sys.sys_survey_responses,"Of the 2 surveys assigned to each persona, only 1 (Q4 2025 Pulse, 3 questions) is genuinely answerable; New Hire Onboarding Survey has 0 sys_survey_questions rows so the detail page shows a question-less form. No persona has any prior response (all assignments uncompleted), so the completed/review path is never populated by seed -> PARTIAL.","Stays PARTIAL, but I caught a factual error in the auditor's evidence narrative (the verdict survives it). Page (me/surveys/[surveyId]/page.tsx:25-29 useQuery, :33-53 useMutation POST /responses) is genuinely live, no mock/initialData (grep clean); throws on error. Repository self-scope guard findMySurveyAssignment (me/repository.ts:333-357) returns 404-no-leak when not assigned; listSurveyQuestions/listMySurveyAnswers/insertSurveyResponse/markSurveyAssignmentCompleted all raw parameterized SQL; service.getSurvey (me/service.ts:159-176) returns completedAt from assignment.completedAt (sys_survey_assignments column). PSQL: Q4 2025 Pulse has 3 real questions (1 nps + 2 rating, all is_required=t) -> answerable form; New Hire Onboarding has 0 sys_survey_questions -> question-less form, submit disabled (answeredCount=0). CORRECTION to auditor: myAnswers is NOT empty by seed -- the 4 personas hold 93 survey_responses total, and paolo.caputo@rtl-bank.org has 3 real responses to the ACTIVE Q4 2025 Pulse survey, which listMySurveyAnswers DOES return. HOWEVER the read-only 'your answers' branch (page.tsx:101-102, gated by completed=Boolean(d.completedAt) at :31) is gated on completedAt, NOT on myAnswers presence; all 8 assignments have completed_at=NULL so completed is always false and the review branch is still never rendered by seed. Auditor's conclusion (review path unreached by seed) holds for a different reason; PARTIAL across the route (1 of 2 assigned surveys answerable, review path seed-unreached) is correct."
